,geometry
2139,"POLYGON ((4.751500631268035 52.23174129776177, 4.751500631268035 52.233543099563576, 4.754448360352504 52.233543099563576, 4.754448360352504 52.23174129776177, 4.751500631268035 52.23174129776177))"
2140,"POLYGON ((4.751500631268035 52.233543099563576, 4.751500631268035 52.23534490136538, 4.754448360352504 52.23534490136538, 4.754448360352504 52.233543099563576, 4.751500631268035 52.233543099563576))"
2141,"POLYGON ((4.751500631268035 52.23534490136538, 4.751500631268035 52.237146703167184, 4.754448360352504 52.237146703167184, 4.754448360352504 52.23534490136538, 4.751500631268035 52.23534490136538))"
2142,"POLYGON ((4.751500631268035 52.237146703167184, 4.751500631268035 52.23894850496899, 4.754448360352504 52.23894850496899, 4.754448360352504 52.237146703167184, 4.751500631268035 52.237146703167184))"
2143,"POLYGON ((4.751500631268035 52.23894850496899, 4.751500631268035 52.24075030677079, 4.754448360352504 52.24075030677079, 4.754448360352504 52.23894850496899, 4.751500631268035 52.23894850496899))"
2144,"POLYGON ((4.751500631268035 52.24075030677079, 4.751500631268035 52.242552108572596, 4.754448360352504 52.242552108572596, 4.754448360352504 52.24075030677079, 4.751500631268035 52.24075030677079))"
2145,"POLYGON ((4.751500631268035 52.242552108572596, 4.751500631268035 52.2443539103744, 4.754448360352504 52.2443539103744, 4.754448360352504 52.242552108572596, 4.751500631268035 52.242552108572596))"
2146,"POLYGON ((4.751500631268035 52.2443539103744, 4.751500631268035 52.246155712176204, 4.754448360352504 52.246155712176204, 4.754448360352504 52.2443539103744, 4.751500631268035 52.2443539103744))"
2147,"POLYGON ((4.751500631268035 52.246155712176204, 4.751500631268035 52.24795751397801, 4.754448360352504 52.24795751397801, 4.754448360352504 52.246155712176204, 4.751500631268035 52.246155712176204))"
2148,"POLYGON ((4.751500631268035 52.24795751397801, 4.751500631268035 52.24975931577981, 4.754448360352504 52.24975931577981, 4.754448360352504 52.24795751397801, 4.751500631268035 52.24795751397801))"
2149,"POLYGON ((4.751500631268035 52.24975931577981, 4.751500631268035 52.251561117581616, 4.754448360352504 52.251561117581616, 4.754448360352504 52.24975931577981, 4.751500631268035 52.24975931577981))"
2150,"POLYGON ((4.751500631268035 52.251561117581616, 4.751500631268035 52.25336291938342, 4.754448360352504 52.25336291938342, 4.754448360352504 52.251561117581616, 4.751500631268035 52.251561117581616))"
2151,"POLYGON ((4.751500631268035 52.25336291938342, 4.751500631268035 52.255164721185224, 4.754448360352504 52.255164721185224, 4.754448360352504 52.25336291938342, 4.751500631268035 52.25336291938342))"
2152,"POLYGON ((4.751500631268035 52.255164721185224, 4.751500631268035 52.25696652298703, 4.754448360352504 52.25696652298703, 4.754448360352504 52.255164721185224, 4.751500631268035 52.255164721185224))"
2153,"POLYGON ((4.751500631268035 52.25696652298703, 4.751500631268035 52.25876832478883, 4.754448360352504 52.25876832478883, 4.754448360352504 52.25696652298703, 4.751500631268035 52.25696652298703))"
2154,"POLYGON ((4.751500631268035 52.25876832478883, 4.751500631268035 52.260570126590636, 4.754448360352504 52.260570126590636, 4.754448360352504 52.25876832478883, 4.751500631268035 52.25876832478883))"
2155,"POLYGON ((4.751500631268035 52.260570126590636, 4.751500631268035 52.26237192839244, 4.754448360352504 52.26237192839244, 4.754448360352504 52.260570126590636, 4.751500631268035 52.260570126590636))"
2156,"POLYGON ((4.751500631268035 52.26237192839244, 4.751500631268035 52.264173730194244, 4.754448360352504 52.264173730194244, 4.754448360352504 52.26237192839244, 4.751500631268035 52.26237192839244))"
2157,"POLYGON ((4.751500631268035 52.264173730194244, 4.751500631268035 52.26597553199605, 4.754448360352504 52.26597553199605, 4.754448360352504 52.264173730194244, 4.751500631268035 52.264173730194244))"
2158,"POLYGON ((4.751500631268035 52.26597553199605, 4.751500631268035 52.26777733379785, 4.754448360352504 52.26777733379785, 4.754448360352504 52.26597553199605, 4.751500631268035 52.26597553199605))"
2159,"POLYGON ((4.751500631268035 52.26777733379785, 4.751500631268035 52.269579135599656, 4.754448360352504 52.269579135599656, 4.754448360352504 52.26777733379785, 4.751500631268035 52.26777733379785))"
2160,"POLYGON ((4.751500631268035 52.269579135599656, 4.751500631268035 52.27138093740146, 4.754448360352504 52.27138093740146, 4.754448360352504 52.269579135599656, 4.751500631268035 52.269579135599656))"
2161,"POLYGON ((4.751500631268035 52.27138093740146, 4.751500631268035 52.273182739203264, 4.754448360352504 52.273182739203264, 4.754448360352504 52.27138093740146, 4.751500631268035 52.27138093740146))"
2162,"POLYGON ((4.751500631268035 52.273182739203264, 4.751500631268035 52.27498454100507, 4.754448360352504 52.27498454100507, 4.754448360352504 52.273182739203264, 4.751500631268035 52.273182739203264))"
2163,"POLYGON ((4.751500631268035 52.27498454100507, 4.751500631268035 52.27678634280687, 4.754448360352504 52.27678634280687, 4.754448360352504 52.27498454100507, 4.751500631268035 52.27498454100507))"
2164,"POLYGON ((4.751500631268035 52.27678634280687, 4.751500631268035 52.278588144608676, 4.754448360352504 52.278588144608676, 4.754448360352504 52.27678634280687, 4.751500631268035 52.27678634280687))"
2165,"POLYGON ((4.751500631268035 52.278588144608676, 4.751500631268035 52.28038994641048, 4.754448360352504 52.28038994641048, 4.754448360352504 52.278588144608676, 4.751500631268035 52.278588144608676))"
2166,"POLYGON ((4.751500631268035 52.28038994641048, 4.751500631268035 52.282191748212284, 4.754448360352504 52.282191748212284, 4.754448360352504 52.28038994641048, 4.751500631268035 52.28038994641048))"
2167,"POLYGON ((4.751500631268035 52.282191748212284, 4.751500631268035 52.28399355001409, 4.754448360352504 52.28399355001409, 4.754448360352504 52.282191748212284, 4.751500631268035 52.282191748212284))"
2168,"POLYGON ((4.751500631268035 52.28399355001409, 4.751500631268035 52.28579535181589, 4.754448360352504 52.28579535181589, 4.754448360352504 52.28399355001409, 4.751500631268035 52.28399355001409))"
2169,"POLYGON ((4.751500631268035 52.28579535181589, 4.751500631268035 52.287597153617696, 4.754448360352504 52.287597153617696, 4.754448360352504 52.28579535181589, 4.751500631268035 52.28579535181589))"
2170,"POLYGON ((4.751500631268035 52.287597153617696, 4.751500631268035 52.2893989554195, 4.754448360352504 52.2893989554195, 4.754448360352504 52.287597153617696, 4.751500631268035 52.287597153617696))"
2171,"POLYGON ((4.751500631268035 52.2893989554195, 4.751500631268035 52.291200757221304, 4.754448360352504 52.291200757221304, 4.754448360352504 52.2893989554195, 4.751500631268035 52.2893989554195))"
2172,"POLYGON ((4.751500631268035 52.291200757221304, 4.751500631268035 52.29300255902311, 4.754448360352504 52.29300255902311, 4.754448360352504 52.291200757221304, 4.751500631268035 52.291200757221304))"
2173,"POLYGON ((4.751500631268035 52.29300255902311, 4.751500631268035 52.29480436082491, 4.754448360352504 52.29480436082491, 4.754448360352504 52.29300255902311, 4.751500631268035 52.29300255902311))"
2174,"POLYGON ((4.751500631268035 52.29480436082491, 4.751500631268035 52.296606162626716, 4.754448360352504 52.296606162626716, 4.754448360352504 52.29480436082491, 4.751500631268035 52.29480436082491))"
2175,"POLYGON ((4.751500631268035 52.296606162626716, 4.751500631268035 52.29840796442852, 4.754448360352504 52.29840796442852, 4.754448360352504 52.296606162626716, 4.751500631268035 52.296606162626716))"
2176,"POLYGON ((4.751500631268035 52.29840796442852, 4.751500631268035 52.300209766230324, 4.754448360352504 52.300209766230324, 4.754448360352504 52.29840796442852, 4.751500631268035 52.29840796442852))"
2177,"POLYGON ((4.751500631268035 52.300209766230324, 4.751500631268035 52.30201156803213, 4.754448360352504 52.30201156803213, 4.754448360352504 52.300209766230324, 4.751500631268035 52.300209766230324))"
2178,"POLYGON ((4.751500631268035 52.30201156803213, 4.751500631268035 52.30381336983393, 4.754448360352504 52.30381336983393, 4.754448360352504 52.30201156803213, 4.751500631268035 52.30201156803213))"
2179,"POLYGON ((4.751500631268035 52.30381336983393, 4.751500631268035 52.305615171635736, 4.754448360352504 52.305615171635736, 4.754448360352504 52.30381336983393, 4.751500631268035 52.30381336983393))"
2180,"POLYGON ((4.751500631268035 52.305615171635736, 4.751500631268035 52.30741697343754, 4.754448360352504 52.30741697343754, 4.754448360352504 52.305615171635736, 4.751500631268035 52.305615171635736))"
2181,"POLYGON ((4.751500631268035 52.30741697343754, 4.751500631268035 52.309218775239344, 4.754448360352504 52.309218775239344, 4.754448360352504 52.30741697343754, 4.751500631268035 52.30741697343754))"
2182,"POLYGON ((4.751500631268035 52.309218775239344, 4.751500631268035 52.31102057704115, 4.754448360352504 52.31102057704115, 4.754448360352504 52.309218775239344, 4.751500631268035 52.309218775239344))"
2183,"POLYGON ((4.751500631268035 52.31102057704115, 4.751500631268035 52.31282237884295, 4.754448360352504 52.31282237884295, 4.754448360352504 52.31102057704115, 4.751500631268035 52.31102057704115))"
2184,"POLYGON ((4.751500631268035 52.31282237884295, 4.751500631268035 52.314624180644756, 4.754448360352504 52.314624180644756, 4.754448360352504 52.31282237884295, 4.751500631268035 52.31282237884295))"
2185,"POLYGON ((4.751500631268035 52.314624180644756, 4.751500631268035 52.31642598244656, 4.754448360352504 52.31642598244656, 4.754448360352504 52.314624180644756, 4.751500631268035 52.314624180644756))"
2186,"POLYGON ((4.751500631268035 52.31642598244656, 4.751500631268035 52.318227784248364, 4.754448360352504 52.318227784248364, 4.754448360352504 52.31642598244656, 4.751500631268035 52.31642598244656))"
2187,"POLYGON ((4.751500631268035 52.318227784248364, 4.751500631268035 52.32002958605017, 4.754448360352504 52.32002958605017, 4.754448360352504 52.318227784248364, 4.751500631268035 52.318227784248364))"
2188,"POLYGON ((4.751500631268035 52.32002958605017, 4.751500631268035 52.32183138785197, 4.754448360352504 52.32183138785197, 4.754448360352504 52.32002958605017, 4.751500631268035 52.32002958605017))"
2189,"POLYGON ((4.751500631268035 52.32183138785197, 4.751500631268035 52.323633189653776, 4.754448360352504 52.323633189653776, 4.754448360352504 52.32183138785197, 4.751500631268035 52.32183138785197))"
2190,"POLYGON ((4.751500631268035 52.323633189653776, 4.751500631268035 52.32543499145558, 4.754448360352504 52.32543499145558, 4.754448360352504 52.323633189653776, 4.751500631268035 52.323633189653776))"
2191,"POLYGON ((4.751500631268035 52.32543499145558, 4.751500631268035 52.327236793257384, 4.754448360352504 52.327236793257384, 4.754448360352504 52.32543499145558, 4.751500631268035 52.32543499145558))"
2192,"POLYGON ((4.751500631268035 52.327236793257384, 4.751500631268035 52.32903859505919, 4.754448360352504 52.32903859505919, 4.754448360352504 52.327236793257384, 4.751500631268035 52.327236793257384))"
2193,"POLYGON ((4.751500631268035 52.32903859505919, 4.751500631268035 52.33084039686099, 4.754448360352504 52.33084039686099, 4.754448360352504 52.32903859505919, 4.751500631268035 52.32903859505919))"
2194,"POLYGON ((4.751500631268035 52.33084039686099, 4.751500631268035 52.332642198662796, 4.754448360352504 52.332642198662796, 4.754448360352504 52.33084039686099, 4.751500631268035 52.33084039686099))"
2195,"POLYGON ((4.751500631268035 52.332642198662796, 4.751500631268035 52.3344440004646, 4.754448360352504 52.3344440004646, 4.754448360352504 52.332642198662796, 4.751500631268035 52.332642198662796))"
2196,"POLYGON ((4.751500631268035 52.3344440004646, 4.751500631268035 52.336245802266404, 4.754448360352504 52.336245802266404, 4.754448360352504 52.3344440004646, 4.751500631268035 52.3344440004646))"
2197,"POLYGON ((4.751500631268035 52.336245802266404, 4.751500631268035 52.33804760406821, 4.754448360352504 52.33804760406821, 4.754448360352504 52.336245802266404, 4.751500631268035 52.336245802266404))"
2198,"POLYGON ((4.751500631268035 52.33804760406821, 4.751500631268035 52.33984940587001, 4.754448360352504 52.33984940587001, 4.754448360352504 52.33804760406821, 4.751500631268035 52.33804760406821))"
2199,"POLYGON ((4.751500631268035 52.33984940587001, 4.751500631268035 52.341651207671816, 4.754448360352504 52.341651207671816, 4.754448360352504 52.33984940587001, 4.751500631268035 52.33984940587001))"
2200,"POLYGON ((4.751500631268035 52.341651207671816, 4.751500631268035 52.34345300947362, 4.754448360352504 52.34345300947362, 4.754448360352504 52.341651207671816, 4.751500631268035 52.341651207671816))"
2201,"POLYGON ((4.751500631268035 52.34345300947362, 4.751500631268035 52.345254811275424, 4.754448360352504 52.345254811275424, 4.754448360352504 52.34345300947362, 4.751500631268035 52.34345300947362))"
2202,"POLYGON ((4.751500631268035 52.345254811275424, 4.751500631268035 52.34705661307723, 4.754448360352504 52.34705661307723, 4.754448360352504 52.345254811275424, 4.751500631268035 52.345254811275424))"
2203,"POLYGON ((4.751500631268035 52.34705661307723, 4.751500631268035 52.34885841487903, 4.754448360352504 52.34885841487903, 4.754448360352504 52.34705661307723, 4.751500631268035 52.34705661307723))"
2204,"POLYGON ((4.751500631268035 52.34885841487903, 4.751500631268035 52.350660216680836, 4.754448360352504 52.350660216680836, 4.754448360352504 52.34885841487903, 4.751500631268035 52.34885841487903))"
2205,"POLYGON ((4.751500631268035 52.350660216680836, 4.751500631268035 52.35246201848264, 4.754448360352504 52.35246201848264, 4.754448360352504 52.350660216680836, 4.751500631268035 52.350660216680836))"
2206,"POLYGON ((4.751500631268035 52.35246201848264, 4.751500631268035 52.354263820284444, 4.754448360352504 52.354263820284444, 4.754448360352504 52.35246201848264, 4.751500631268035 52.35246201848264))"
2207,"POLYGON ((4.751500631268035 52.354263820284444, 4.751500631268035 52.35606562208625, 4.754448360352504 52.35606562208625, 4.754448360352504 52.354263820284444, 4.751500631268035 52.354263820284444))"
2208,"POLYGON ((4.751500631268035 52.35606562208625, 4.751500631268035 52.35786742388805, 4.754448360352504 52.35786742388805, 4.754448360352504 52.35606562208625, 4.751500631268035 52.35606562208625))"
2209,"POLYGON ((4.751500631268035 52.35786742388805, 4.751500631268035 52.359669225689856, 4.754448360352504 52.359669225689856, 4.754448360352504 52.35786742388805, 4.751500631268035 52.35786742388805))"
2210,"POLYGON ((4.751500631268035 52.359669225689856, 4.751500631268035 52.36147102749166, 4.754448360352504 52.36147102749166, 4.754448360352504 52.359669225689856, 4.751500631268035 52.359669225689856))"
2211,"POLYGON ((4.751500631268035 52.36147102749166, 4.751500631268035 52.363272829293464, 4.754448360352504 52.363272829293464, 4.754448360352504 52.36147102749166, 4.751500631268035 52.36147102749166))"
2212,"POLYGON ((4.751500631268035 52.363272829293464, 4.751500631268035 52.36507463109527, 4.754448360352504 52.36507463109527, 4.754448360352504 52.363272829293464, 4.751500631268035 52.363272829293464))"
2213,"POLYGON ((4.751500631268035 52.36507463109527, 4.751500631268035 52.36687643289707, 4.754448360352504 52.36687643289707, 4.754448360352504 52.36507463109527, 4.751500631268035 52.36507463109527))"
2214,"POLYGON ((4.751500631268035 52.36687643289707, 4.751500631268035 52.368678234698876, 4.754448360352504 52.368678234698876, 4.754448360352504 52.36687643289707, 4.751500631268035 52.36687643289707))"
